Headline
ආණ්ඩුවේ අස්ථාවරත්වය තහවුරු වී ඇතැයි හිටපු ජනපති කියයි
කොස්ගොඩ රිය අනතුරකින් තරුණයෙක් මරුට
අයවැයට විරුද්ධ වීමට සැරසෙන දෙමළ ජාතික සන්ධානය
ඒකාබද්ධයේ මන්ත්රීවරුගෙන් කුමාර වෙල්ගමට දරුණු ප්රහාරයක්
"සීගිරියේ විරෝධතාවක්, ගලේවෙල අධ්යාපන නිලධාරීන් පිරිසක් නිවාස අඩස්සියේ"
"ඩී.අයි.ජී. නාලක ද සිල්වා, අද සී.අයි.ඩී.යට"
"ගම්පෙරළිය ගැන කතා කරන්න, නිදහස් පක්ෂය රැස්වෙයි - 15 කණ්ඩායම වර්ජනයේ"
සී.අයි.ඩී.යට කැදවූ ඩී.අයි.ජී. නාලක නොපැමිණේ
ඉන්ධන මිල සූත්රය නිකුත් කරයි
ජනපති සහ ඉන්දියාව අතර ගැටුමක් ඇති කිරීමේ කුමන්ත්රණයක් ගැන 15 කණ්ඩායම හෙළි කරයි
ලබන මාසයේ තවත් වෙනසක් - සන්ධානය හෙළිකරයි
පාදුක්කේ සහ මොරගහහේන මාර්ග අනතුරුවලින් දෙදෙනෙකු මරුට
මන්ත්රී වාසුගෙන් හෙළිදරව්වක්
පාර්ලිමේන්තු මන්ත්රී මාවෙයි විඳවන පාපය
තමන් ගැන හොයන්නැයි සුජීව සේනසිංහ ජනපති කොමිසමට කියයි
බදු ඉවත් කළහොත් පෙට්රල් ලීටරයක් 101 යි - ගම්මන්පිළ
බිරිඳගේ අනියම් පෙමට සැමියාගෙන් පිහි ප්රහාරයක්
ඇඹිලිපිටියේ බස් වර්ජනය තවමත්
"කොරෝනා පාලනය සඳහා යොදාගන්නා ඖෂධවල, අමුද්රව්ය මිල ඉහළට"
සංචරණ සීමා අදත්
විශ්ව රූ රැජින කිරුළ මෙක්සිකානු ජාතික ඇන්ඩ්රියා මේසා හිමිකර ගනී 
මන්ත්රීවරු දෙදෙනෙකු ඇතුලු 10කට එල්.ටී.ටී.ඊ. සැමරුම් තහනම්
ෂම්මි සිල්වා නැවතත් ක්රිකට් මහ පුටුවට 
ඇඟළුම් කොරෝනා පොකුරක් නිර්මාණය වූයේ කෙසේද? විශේෂ විමර්ශනයක් 
අධිකරණ ඇමතිගෙන් ඉල්ලීමක් 
සංචරණ සීමා සැලැස්මේ කිසිදු වෙනසක් නැහැ - නීති කඩන්නන් සොයා අදත් මෙහෙයුම්
සංචරණ සීමා ලිහිල් කිරීම තීරණාත්මක සාකච්ඡාව ඇරඹෙයි
Update : සමන් ලාල් ප්රනාන්දු අත්අඩංගුවට
කොවිඩ් නියුමෝනියා වැළඳුණු බද්දේගම සමිත හිමියන් අපවත් වෙයි
කොවිඩ් මල සිරුරු මත ගොඩ නැගුණු ව්යාපාරයට පිලියමක් 
බංග්ලාදේශ දඟ පන්දු පුහුණුකරු තනතුර හේරත්ට හිමිවන ලකුණු
ඩී.එස්. සේනානායක විදුහලේ ඉඩම් පවරා ගැනීම නවතී 
රනිල් දයාසිරි ගැන කථා කරයි.
ජල දූෂණයටත් අලූත් අමාත්යාංශයක් ?
ඡන්ද පත්රිකාවලට සී.සී. ටීවී. කැමරා.
දෙමළ සන්ධානය ඇමරිකාවට.
රඹුක්කන - දළුග්ගල රිය අනතුරකින් තුන්දෙනෙකු මරුට.
කිරිගොවීන්ට ඇති ගැටළුවක් ඇමති ඩිලාන් හෙළි කරයි.
පැල්වත්තේ රිය අනතුරකින් කාන්තාවක් ජීවිතක්ෂයට.
අත්කම් නිෂ්පාදකයා හලාවත කුළුණකට නගී.
තඹුත්තේගම - කුරුණෑගල මාර්ගයේ සිදුවු අනතුරින් මියගිය ගණන 03 ක්.
මහ මැතිවරණයක් ගැන රනිල් ඉන්දියාවේදී කියයි.
ඇමති ජී.එල්. අද ඉන්දීය අගමැති හමුවෙයි.
ගොඩිගමුවේ අනතුරකින් දෙදෙනෙකු මරුට.
ඇමති මිත්රපාලගෙන් මහ ඇමති මහීපාලට දැඩි චෝදනා.
TNA මන්ත්රීවරුන් දෙදෙනෙකු නිදහස් පක්ෂයට.
දේශීය ගොවීන් විශ්වාසයි. - ජනපති.
බීමතින් පැමිණ පුතු පිළිස්සූ පියෙකු අත්අඩංගුවට.
සුනඛ විවාහය ගැන ඇමති ටී.බී. කණස්සල්ලෙන්.
ගඩාෆිගේ පුත්රයා බ්රිතාන්යයේ සහාය පතයි.
බලය අද රාත්රියේ.
update:- බැදුම්කර වාර්තාව ගැන මීළඟ තීරණය ලබන සඳුදා
Update :බැදුම්කර සහ මහා පරිමාණ වංචා පිළිබඳ වාර්තා කතානායකට
බැඳුම්කර වංචාවේ දෙවන මෙහෙයුම
විදුලි සේවක වෘත්තීය සමිති ගත් තීරණය
මිත්තණියට එල්ලකළ අමානුෂික ප්රහාරයට මැදිවූ සිව් හැවිරිදි දැරිය මරුට 
ගොකරැල්ලේ රිය අනතුරකින් දෙදෙනෙක් මරුට
රටම කැළඹූ කතරගම වෙඩිතැබීමට හේතුව ?
දුම්රිය වර්ජනය අවසන්
සූක්ෂමව හොරකම් කරන හැටි ජවිපෙ කියයි
භූමිතෙල් ජාවාරම ගැන ඇමති සීරුවෙන්
තමාට අනවශ්ය ප්රසිද්ධියක් ලබාදෙන බව හිටපු ජනපති කියයි
බැඳුම්කර වාර්තාව ගැන යූ.එන්.පී.යට සඟවන්න දෙයක් නැහැ - අගමැති
අඹගමුව ප්රාදේශීය සභාව කොටස් 03 කට බෙදීමට එරෙහි පෙත්සම නිෂ්ප්රභයි
මාරපන කමිටු නිර්දේශ ගැන ඒකාබද්ධය කතා කරයි
වත්මන් පාලනය උතුරේ කිසිදු සංවර්ධනයක් කර නැහැ - හිටපු ජනපති
මහින්දගේ ප්රජා අයිතිය රකින බව නිදහස් පක්ෂය කියයි
"අලි ජාවාරම්කරුවන් ගැන, රහස් හඬ පටයක් සී.අයි.ඩී.යට."
නිදහස් පක්ෂ මහලේකම්ගෙන් ශ්රේෂ්ඨාධිකරණයට පෙත්සමක්
ඉඩම් ගැටලුව විසඳීමට අධිකරණයට භාර කරන බව අගමැති කියයි
සාක්ෂි දීමට සූදානම් බව හිටපු ජනපති කියයි
දෙවන දිනටත් ජල සේවකයින් වර්ජනයේ
"බැඳුම්කර සහ බරපතල වංචා, දූෂණ වාර්තා පිළිබද විවාදය ඇරඹේ"
ජනතාව දුන් බලය ආණ්ඩුව අයුතු ලෙස භුක්ති විඳිනවා - අනුර කුමාර
කඩිනම් වූ එක්දින සේවාව
තෙවරප්පෙරුම එළියට ඇවිත් කළ දේ
කොළඹ යළි සුනඛ සංගණනක්
ජනපති ඡන්දය ප්රකාශ කරයි
වමේ විකල්පය අතෙන් එන්න සුදානම්
පාපැදියේ අනියම් ඇසුර දුම්රියෙන් නවතියි
කුමන්ත්රණයක් ගැන හිටපු ජනපති කියයි
දෙයියන්ට හොරෙන් දෙහිවල දේවාල 5ක් බිදී
"\""විපක්ෂ නායකවරයා ඇතුලූ කණ්ඩායම පාලනයට ජනපති අසමත් වෙලා\"" - යූ.එන්.පී."
සංවර්ධනය දෙස ඇතැමුන් ඊර්ෂ්යාවෙන් බලනවා. - හිටපු ජනපති
Update : වාස් ගුණවර්ධනට වසර දෙකකට පසු ඇප
ශ්රී ලංකා - පාකිස්ථාන තරඟය දෙවන දිනය අදයි
Update: බිළිඳා ඝාතනයකර වළදාලා - මව අත්අඩංගුවට
ආනයනික පරිප්පු හා තෙල් සඳහා බදු සංශෝධනය
"ජී.එල්, බන්දුල සහ වෙල්ගම පොලිසියට"
Update: වැසිකිලි වලකට වැටුණු කාන්තාවක් සහ බේරා ගැනීමට ගිය 3 දෙනෙකු මරුට
පෙරටුගාමී පක්ෂයේ නියෝජිතයන් බන්ධනාගාරයට
Update: මාතර වෙරළේ රළ පෑගීම සහ ස්නානය තහනම්
මහින්ද ගෙදර ගියේ බටහිර කුමන්ත්රණයකින් - ප්රසන්න
Update: අගමැතිගෙන් අනිද්දා පාර්ලිමේන්තුවට විශේෂ ප්රකාශයක්
යෝජිත 20ට ජවිපෙ එකඟ නෑලූ
විප්ලවය අවසන් නැහැ - අගමැති රනිල්
මෑන් පවර් සේවකයන් යළි වෘත්තීය ක්රියාමාර්ගයකට සැරසේ
රටේ ආරක්ෂාව අනතුරක. - විපක්ෂ නායක
හිමිනමකගේ සිරුරක් තේ වත්තක
Update: නිමල්ගේ විරෝධය ප්රතික්ෂේපයි - කල් තැබීමේ විවාදයට අවසර
20 අසාධාරණයක් - එස්.එෆ්
පීඩනයෙන් මිදෙන්න - හිටපු ජනපති මහින්ද
මහින්ද තරග කරනවා - අපි එන්නෙත් ඒ පෙරමුණෙන්
ජනතා පොරොන්දු ඉටුවී නැහැ - ජවිපෙ
Update: නිවිතිගල ඝාතනයට 6ක් ඇවිත් - පසුපැදිකරු හෙළි කරයි
චන්ද්රිකාත් මහමැතිවරණයට ?
පක්ෂය එකටලු - ජනතාවත් රටත් දෙකටලු
රජ කෙනෙක් වුණත් වැරදි කෙරුවොත් ගෙදර යන්න ඕන
ඊ.පී.ඩී.පී ය තනි වෙයි
සන්ධානයේ පරාජය නළලේ කොටලා. - ජවිපෙ
මාතරින් සහ නාරම්මලින් පුද්ගල මළ සිරුරු දෙකක්
මහින්දගේ උපන්දිනය ටී.බී. ඒකනායකට පැටලෙයි
ඩලස්ගේ තැන ජනවාරි 9ය ලු දැනගත්තේ
Update: ඩිව් කරඇත්තේ මහා වංචාවක් - අගමැති
නිවසත් කොල්ලකාලා අයිතිකරයාවත් පළමු මහලෙන් බිමට වට්ටලා
Update: සුරාසැල් වැසෙන්නේ එක දවසලූ
Update: තැපැල් ඡන්දය 5 සහ 6 - අමතර දිනය අගෝස්තු 3
බිරිඳ ගැන අහන්න ගිය සැමියාට ගුටි
මේ දේශපාලන බලවේගය ජනවාරි 8 විප්ලවය තහවුරු කිරීම වෙනුවෙන් - අගමැති
කෝච්චිය එද්දී සෙල්ෆි ගහන්න ගිහින් වෙච්ච දෙයක්
දුෂණ අක්රමිකතා ගැන විමර්ශන වාර්තාවක් උතුර පළාත් සභාවට
ඇමති ජෝන්ගේ ක්රියාකලාපය ගැන හිටපු ජනපතිනිය කථා කරයි
ජී.එස්.පී. ප්ලස් තාවකාලික ආර්ථික ප්රතිලාභයක් - මහින්දගෙන් ප්රකාශයක්
"රක්ෂණ ආවරණය ගන්න අවුරුදු 08ක් වයසැති දියණිය ඝාතනය කළ පියා, සැඟව සිටියදී අත්අඩංගුවට"
හෙට සිට මං තීරු නීතිය දැඩිව ක්රියාත්මක කරන බව පොලීසිය කියයි
පැහැරගෙන ගිය තරුණිය බේරී පැමිණි අමුතු උපක්රමය
නිවාඩු අවලංගු කළත් තැපැල් සේවකයන් වර්ජනයේ
ඉදිරි මැතිවරණයකින් පසුවත් ජාතික ආණ්ඩුවක් ගැන එජාපය කථා කරයි
ඥානසාර හිමියන්ගෙන් මුලික අයිතිවාසිකම් පෙත්සමක්
මංගලගෙන් මහින්දට පිළිතුරු
සීනි තොග මිල රුපියල් 3කින් අඩු කළ බව ආනයනකරුවන් කියයි
බැඳීම් ශක්තිමත් වන උත්සහයක් ගැන හිටපු ජනපති කියයි
උඩුදුම්බර දී රිය අනතුරකින් පුද්ගලයෙකු මරුට
කිරිඳිවැල අනතුරකින් පුද්ගලයින් දෙදෙනෙකු මරුට
බැඳුම්කර නිකුතුව ගැන විගණකාධිපතිගෙන් නව හෙළිදරව්වක්
අද මධ්යම රාත්රියේ ක්රියාත්මක කිරීමට නියමිතව තිබූ දුම්රිය වර්ජනය අත්හිටුවයි
තුන්වතාවක් උත්සාහ කළත් නොලැබුණු දේ නිසා උත්සාහය අත් නොහළ ලාංකිකයා ජයගත් හැටි
ඇමති අකිල විරාජ්ට අස්ගිරි පාර්ශවයෙන් දැනුම්දීමක්
ඩෙංගු ව්යසනය සුළු කොට නොතකන බව අගමැති කියයි
15 පාසල් සිසුවියට කට්ටඩියා කළ අමුතු ශාන්ති කර්මය
වෛද්යවරුන්ගේ වර්ජනය අඛන්ඩව ක්රියාත්මක කිරීමට තීරණය කරයි
සයිටම් ගැටලූව ගැන ජනපති කතා කරයි
Update : අන්තරේ කැදවුම්කරු ලබන 5 වන දා දක්වා රිමාන්ඩ්
රාමඤ්ඤ නිකායේ මහ නාහිමිගෙන් විශේෂ නිවේදනයක්
Update - ජනපති සමග සාකච්ඡාවෙන් පසු වෛද්ය වර්ජනය අවසන්
විශ්රාමික පොලිස් නිලධාරියෙකුගේ මළ සිරුරක් නිවසකින් හමුවෙයි 
ආණ්ඩුව පෝය දිනයන්හි පවා තැබෑරුම් විවෘත කිරීමේ උත්සාහයක - මහින්ද රාජපක්ෂ
Update - කඹුරුපිටියේ දරුවන් තුන්දෙනාගේ සහ පියාගේ මරණ පිළිබඳ මහේස්ත්රාත් පරීක්ෂණ ඇරඹේ 
තැපැල් වර්ජනය අඛණ්ඩව
පියාගේ අවවාදය නිසා දිවි එපා වූ පාසල් ශිෂ්යාව
නියෝජ්ය අමාත්ය අරුන්දික ප්රනාන්දු එෆ්.සී.අයි.ඩී.යට පැමිණේ
යතුරුපැදි අනතුරකින් දෙදෙනෙකු ජීවිතක්ෂයට
එස්.ටී.එෆ්. ආරක්ෂාව මැද දෑලතුරට කසළ බැහැර කෙරේ
තීරණය අපේ අතේ - ආණ්ඩුව
"මහනුවර, රජරට, කොළඹ අදත් සරසවි සිසු උද්ඝෝෂණ."
ද. කළුතර රබර් වත්තකින් නාඳුනන කාන්තා මළ සිරුරක්.
කොටි ගැන නිහඬ ඇයි ? - ශ්රී ලංකාව විමසයි.
එජාපයේ වැඩ නොකරන සංවිධායකවරුන් ගැන එස්.එම්.එස්. තොරතුරු.
ඉඩම් ඇමතිගෙන් කාන්තාවන්ට පොරොන්දුවක්.
රටේ නිදහස රැක ගැනීම සඳහා එක්වන්න - රජය.
සුප්රකට හොලිවුඩ් සිනමාකරු ස්පීල්බර්ග් ශ්රී ලංකාවට.
ඇමති තොන්ඩමන් අස්ගිරි මහානාහිමි බැහැදකී.
විදේශීය බලපෑම්වලට යටත් වන්නේ නැහැ. - ජනපති.
ක්රීඩාවට දේශපාලනය ඈදීම අවාසනාවන්ත තත්ත්වයක්. - ප්රසාද් කාරියවසම්.
මින්නේරියේ නිවසක් තුළ තරුණ යුවලකගේ මළ සිරුරු.
IPL යන්න එපා. - රාවණා බලයෙන් සංදේශයක්.
නිරෝගිමත් පරපුරකට රට ගොඩනැංවිය හැකියි. - ජනපති කියයි.
කඩුවෙල - අවිස්සාවේල්ල මාර්ගයේ සිදුවූ රිය අනතුරකින් 5 දෙනෙකු රෝහලේ.
පාලක මණ්ඩලය ක්රීඩකයින් සමග සාකච්ඡාවකට සැරසේ.
"සංගා, මහේල, ඩිල්ශාන් ඇතුළු ක්රීඩකයින් IPL යාමට තීරණය කරයි."
විදුලියට ලබාදෙන දැවි තෙල් මිලත් වැඩි කෙරේ.
රජය රාජ්ය තාන්ත්රිකව දුප්පත් - ජවිපෙ.
සිය ගණනක් හැටන් දැරියගේ භාරකාරත්වය ඉල්ලයි.
ගීතා බෙන්තර උපසභාපතිට කෝප්පෙන් ගැහුවාද?
පක්ෂ මාරු කරන අයගේ මන්ත්රී ධුර අහෝසි කළ යුතුයි. - අගරදගුරු.
චෙංකලඩි නිවසකින් යුවළකගේ මළ සිරුරු හමුවෙයි.
ආණ්ඩුවේ සහන මල්ල ගැන එජාපයේ අදහස්.
"ලොකු රටවල්, කුඩා රටවල් ගැන හිතන්නේ නැහැ. ජනපති"
ක්රිකට් නිලවරණය අවසන්.
බෝවත්තේ ඉන්දරතන හිමියන්ගේ දේහය අධිකරණ නියෝගයකින් රත්නපුරයට.
අසාත් සාලිගේ පෙත්සමක් ඉල්ලා අස්කරගනී.
මල්වතු මහානායක හිමියන්ගේ 69 වන ඡන්ම දිනය අදයි.
ශිනවත්රා මල්වතු - අස්ගිරි මහනාහිමියන් බැහැ දකී.
සබරගමුව සිසුන් නිදහස් කරන්න. ජවිපෙ
සංක්රමණ ජාවාරම් නතර කිරීම ගැන ආරක්ෂක ලේකම්වරයා සාකච්ඡා කරයි.
සූදුපොළට බදු වාසි ඇයි ? - ජවිපෙ විමසයි.
මනාප ක්රමය ගෙනාවේ කවුද? රනිල් හෙළි කරයි.
ශ්රී ලංකාවේ අනාගතය නිව්යෝක් අධිකරණය අතේ. - රනිල්
අනියම් සැමියාට මත්කුඩු ගෙන ගිය ගැබිණියක් අල්ලයි.
පෙම්වතිය සහ ඇගේ මව ඝාතනය කළ තරුණයා යළි රිමාන්ඞ්.
ජය ගත් තවත් සටනක් ජනපති හෙළි කරයි.
කොළඹ - කුරුණෑගල ප්රධාන මාර්ගයේ අනතුරකින් පුද්ගලයෙකු මරුට.
ඇමති ජී.එල්. සහ ඕස්ට්රේලියා අගමැතිනිය අතර හමුවක්.
ඉන්දු - ශ්රී ලංකා ක්රිකට් තරගයට කොටි හිතවාදීන්ගෙන් බාධා.
වගකීම තේරුම් ගන්න. - විදුර වික්රමනායක.
මාතලේ සමූහ මිනීවල පිළිබඳ ජනාධිපති කොමිසම පත් කෙරේ.
එජාපය ආචාර ධර්ම ගැන කතා කරයි.
LTTE යේ ගොබෙල්ස් පිළිවෙත ඇමති ජී.එල්. හෙළි කරයි.
පුලියන්කුලමේ දී සිදුවූ රිය අනතුරික් එක් අයෙකු මරුට.
පොදුරදමඩුලු ක්රීඩා උළලේ කාන්තා ක්රිකට් තරගාවලිය සඳහා කණ්ඩායම් 6 ක් සුදුසුකම් ලබයි
පාර්ලිමේන්තු ගැටුම ගැන අතුරු වාර්තාව දින පහකින් කථානායකට 
පොලිසියට බොරු කිව්වාට මාස හයක් හිරේ
උප තැපැල් කාර්යාල විවෘතව තැබෙන කාලය සීමා කෙරේ
දිමුත් කරුණාරත්න සිය 12 වන ටෙස්ට් ශතකය වාර්තා කරයි
කෘෂිකර්ම ඇමති මහින්දානන්ද අලුත්ගමගේ ස්වයං නිරෝධායනයට
13 හැවිරිදි යෙහාන්ගෙන් ශ්රී ලංකාවට විශිෂ්ඨ ජයග්රණයක්
අලුත උපන් බිළිඳුන්ට කොවිඩ් බලපෑම කෙබඳුද ? 
රාත්රී 11 සිට අලුයම 4 දක්වා දිවයින පුරා සංචරණ සීමා පනවයි
හෙට රාත්රී 11 සිට 17 වන සඳුදා අලුයම 4 දක්වා දිවයින පුරා සංචරණ සීමා
කොවිඩ් මර්ධනයට ජාතික සැලැස්මක් අත්යවශ්යයි - සජිත් ප්රේමදාස 
යුපුන් අබේකෝන් වාර්තා අලුත් කරයි
හිටපු ජනපති අරගලයක් කිරීමට සූදානම්
අද මැදියම් රැයේ බස් සංගමයක් වර්ජනයක
අධ්යාපන අමාත්යාංශය සී.අයි.ඩී.යට. ව්යාජ උසස් පෙළ කාලසටහන ගැනත් තොරතුරු
පොලීසියට එරෙහිව බිංගිරියේ විරෝධතාවක්
කළමනාකරණ සේවය වර්ජනයකට සූදානම්
පුනරුත්ථාපනය වූ එල්.ටී.ටී.ඊ. සාමාජිකයින්ගේ අනාවරණය ගැන විවිධ අදහස්
විදෙස් කම්කරුවන් ගෙන ඒමට සිදුවන බව ඇමති මංගල කියයි
යළි ඉදිරිපත් වීමට මහින්දට ඇති හැකියාව ගැන දේශපාලනඥයින්ගේ විවිධ අදහස්
ජගත් සංවිධානයේ හිටපු මහලේකම් කොෆි අනන් මානුෂීයත්වය වෙනුවෙන් හඬ නැගූ බව ජනපති කියයි
සිදුවූ වැරදීමක් ගැන පොලිසිය කියයි
ඒකාබද්ධයෙන් මතුවන විරෝධයක් ගැන මන්ත්රී තුෂාර ඉඳුනිල් කියයි
අරගලයේ වෙනසක් නොවන බව අන්තරේ කියයි
හලාවත මුහුදු වෙරළේ පාවෙමින් තිබූ කාන්තා මළ සිරුරක් ගොඩ ගනී
දුම්රිය වෘත්තීය සමිති රැස්වෙයි
දුම්රිය වෘත්තීය සමිති සාකච්ඡා විසදුමකින් තොරව අවසන් වෙයි
විකල්පයක් ඇති බව නිදහස් පක්ෂය කියයි
ඉතිරි අවුරුදු දෙක ගැන ජවිපෙ කතා කරයි
ගෝඨාභය ඇතුළු 7 දෙනෙකුට විශේෂ මහාධිකරණයේ නඩු පවරයි
වැටුප් කොමිසම සහ දුම්රිය වෘත්තීය සමිති අතර සාකච්ඡා එකඟතාවකින් තොරව අවසන්
රුපියල වාර්තා ගත ලෙස පහත වැටේ
ප්රජාතන්ත්රවාදය ස්ථාපිත කිරීමට සියලූ ක්රියාමාර්ග ගෙන ඇති බව ජනපති කියයි
සාධාරණ මැතිවරණ පැවැත්වීමට පදනම ඇති කළා - ජනපති
"මාවනැල්ලේදී එස්.ටී.එෆ්. අත්අඩංගුවේ සිටි, බිරිඳ රැගෙන සැමියා පළා යයි"
දොම්පේ අනතුරකින් තරුණයෙක් ජීවිතක්ෂයට
ආර්ථික පසුබෑමට හේතුව අගමැති කියයි
"Update - ගෝඨාභය රාජපක්ෂ, ජනපති කොමිසට පැමිණෙයි"
